STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00400,A00400,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N25870,A25870,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260
NY,0,"9,767,160","5,251,750","2,831,560","1,414,570","9,234,340","244,130","6,303,280","5,835,090","189,580","17,009,510","169,050","114,490",260,"54,300","25,430","1,093,040","2,541,640","1,018,899,559","9,691,310","1,029,381,815","7,729,500","661,607,246","3,530,870","14,779,228","507,220","5,136,028","2,224,860","33,648,511","2,101,460","24,817,695","126,570","247,013","1,837,520","32,820,290","2,015,460","98,052,091","912,960","23,793,487","1,768,820","58,373,980","28,080","380,310","2,570,121","1,427,690","28,990,205","608,490","67,497,562","550,810","35,549","2,189,510","10,482,256","285,840","86,592","88,800","3,142,834","165,620","1,895,333","166,490","937,205","244,670","250,060","8,595,240","152,175,573","8,595,240","148,936,713","1,573,010","3,238,863","1,003,810","47,969,160","198,190","4,163,339","839,610","41,305,711","146,930","194,678","838,180","10,729,906","996,860","9,056,775","999,250","9,410,294","50,400","97,445","764,350","9,926,518","18,980","204,309","27,470","47,265","74,110","2,839,053","812,690","19,713,530","58,670","1,533,944","1,545,410","11,441,774","7,762,960","837,303,692","7,716,110","177,890,617","12,400","299,036","79,190","113,273","3,328,330","9,279,447","754,760","3,046,087","328,490","207,317","460,170","516,470","398,970","76,811","2,092,930","4,253,029","153,630"
NY,1,"167,640","124,030","31,000","7,620","101,650","17,280","111,870","43,430","3,900","226,460","1,510","1,290",0,220,50,"4,370","57,440","-16,808,645","91,830","-16,684,699","27,030","1,309,553","43,230","584,094","6,020","84,733","31,800","469,041","29,220","298,300",860,"7,848","37,470","-871,584","43,410","1,802,050","6,900","120,937","10,830","155,481","2,650","1,930","22,618",210,"1,082","26,550","-7,647,466","24,480","-641,435","18,560","123,946",500,135,320,"10,128","3,220","34,430",890,"5,289","2,690","3,446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,"20,929",300,"18,685",370,149,360,"2,892",20,8,0,0,50,40,40,37,190,325,0
NY,2,"1,106,140","913,410","92,030","80,920","991,960","62,180","678,800","514,160","10,760","1,126,830","43,960","32,260",30,"11,680","9,870","85,010","281,580","5,467,464","1,106,100","5,629,330","611,040","3,687,388","216,820","78,371","14,230","34,680","115,040","173,804","105,090","112,421","2,800","2,002","312,150","1,267,073","99,980","7,368","47,960","197,337","109,270","519,337","1,920","17,360","100,555","6,500","21,462","17,270","-105,489","28,190","-58,160","285,720","161,866","2,120",547,410,"2,846","4,780","18,900","2,770","10,375","8,350","8,990","1,091,400","14,198,032","1,091,400","13,778,671","217,630","419,362","14,590","315,014","9,020","140,959","5,080","24,008","7,470","4,345","9,210","83,761","13,800","79,798","13,880","80,638",430,"1,013","7,260","76,286",130,"1,321",150,118,590,"1,470","6,910","8,752",380,"3,217","2,850",559,"28,210","60,290","19,350","6,519",30,200,"1,270",405,"6,040",641,"4,280",247,40,21,400,160,110,24,370,154,30
NY,3,"1,607,420","1,040,460","219,360","316,320","1,528,830","37,830","1,032,790","1,156,930","17,750","2,517,560","44,190","30,340",60,"13,790","9,910","292,940","355,380","27,417,915","1,607,420","27,934,391","1,150,070","18,896,354","268,530","155,022","21,490","62,895","149,760","366,634","137,740","234,358","5,310","5,120","409,780","4,447,162","139,110","128,441","91,600","713,267","209,970","2,411,972","3,100","81,020","576,498","150,760","345,966","34,840","-44,825","54,210","-87,117","411,020","516,476","10,830","2,957","1,250","10,106","8,520","38,076","11,840","47,082","21,020","23,802","1,576,130","25,591,662","1,576,130","25,092,316","256,850","499,346","31,130","716,697","18,010","283,877","13,200","47,340","15,030","10,620","21,640","185,168","30,090","182,867","30,260","185,822","1,120","2,780","16,780","177,705",310,"2,651",350,510,790,"2,908","16,990","43,206","1,450","16,897","138,080","95,841","890,860","4,563,760","874,050","451,694",40,583,"3,490","1,396","296,620","101,144","16,660","1,131","10,130","3,122","72,450","36,868","78,150","14,456","128,420","44,169","2,980"
NY,4,"2,077,790","1,224,980","353,990","441,150","1,994,740","38,640","1,267,590","1,505,620","27,120","3,465,200","48,770","34,800",140,"13,830","5,430","352,070","436,380","76,644,779","2,077,790","77,418,259","1,780,680","62,770,192","439,490","259,334","36,230","126,807","235,350","674,978","218,010","449,637","15,690","14,971","302,100","3,525,679","215,420","346,786","125,070","1,410,339","285,860","5,108,624","4,580","116,050","831,433","288,880","2,413,349","56,240","153,546","81,000","-299,237","358,220","773,480","33,050","9,256","3,490","35,788","16,400","85,251","37,010","164,229","59,750","70,272","2,004,490","33,720,542","2,004,490","33,160,719","279,680","559,823","73,220","1,851,365","32,370","547,923","47,040","162,451","22,730","21,744","54,690","464,705","71,930","502,785","72,240","524,981","4,370","10,691","45,660","501,843","1,110","10,071","1,190","2,894","1,680","6,386","47,990","191,176","3,950","58,156","252,320","418,628","2,042,240","40,851,682","2,027,310","4,412,329",100,"1,869","24,630","15,999","864,970","950,482","56,330","5,743","61,440","38,654","146,070","167,912","257,040","50,936","557,150","671,203","17,580"
NY,5,"1,439,660","814,390","310,030","261,440","1,383,210","24,980","885,370","964,550","23,920","2,380,660","19,960","12,110",10,"7,840",180,"182,450","366,230","88,780,981","1,439,660","89,475,553","1,251,180","71,646,381","471,070","315,648","45,500","175,888","262,500","872,984","245,570","600,484","29,170","26,953","185,190","2,093,444","230,160","521,774","124,070","1,858,745","272,220","6,916,858","3,910","56,540","375,594","252,870","4,532,125","52,020","353,783","75,690","-348,264","267,840","694,572","42,280","12,008","4,200","52,897","16,170","101,625","35,620","172,761","64,460","70,883","1,325,310","23,021,554","1,325,310","22,565,902","226,630","455,652","114,340","2,874,857","35,490","629,169","89,330","412,712","22,200","25,968","91,960","730,404","113,340","912,278","113,680","936,614","7,480","16,208","81,380","810,382","1,990","16,352","2,390","6,279","2,270","9,438","82,820","378,073","5,690","84,442","191,300","445,200","1,436,730","62,538,195","1,433,060","7,617,499",120,"1,079","22,490","28,769","525,620","990,938","76,560","10,713","46,740","29,245","91,830","118,152","63,630","11,358","371,640","782,666","24,730"
NY,6,"944,360","449,230","321,780","136,690","905,180","16,630","611,460","566,240","19,320","1,701,930","5,960","2,250",10,"3,700",0,"81,960","287,950","81,823,695","944,360","82,394,051","805,420","62,548,917","431,020","352,420","48,810","190,657","251,240","1,006,663","236,300","709,417","28,720","28,162","132,440","1,695,164","216,410","673,960","115,720","2,240,472","235,330","7,920,560","3,240","34,920","218,007","212,310","5,050,066","48,370","497,966","65,580","-230,470","185,070","570,356","41,090","11,905","4,660","68,580","14,300","104,666","19,940","121,261","31,080","21,948","813,100","15,581,090","813,100","15,208,619","178,560","372,472","131,250","3,336,027","30,630","569,620","109,230","677,591","20,020","25,926","109,780","870,439","130,450","1,156,597","130,840","1,166,396","7,680","13,102","99,700","969,260","2,210","16,820","3,140","6,888","2,740","12,007","101,500","501,207","6,000","90,644","162,420","438,090","942,830","62,528,222","941,310","8,691,600",180,"2,354","11,940","21,065","356,810","767,877","80,290","14,590","33,780","21,645","51,950","62,099",0,0,"255,020","617,724","23,840"
NY,7,"1,586,490","510,100","886,570","141,260","1,523,420","28,630","1,078,030","830,730","43,830","3,428,860","4,290","1,330",0,"2,950",0,"82,790","508,110","218,970,577","1,586,490","220,715,651","1,369,120","163,434,766","973,930","1,147,507","138,750","691,090","615,270","3,630,784","584,010","2,667,348","34,460","40,565","268,690","5,227,603","538,350","3,312,147","251,900","7,300,900","454,630","21,373,655","5,980","55,680","336,530","365,970","11,050,130","139,060","2,470,946","124,040","92,037","391,760","1,745,074","105,290","33,182","18,860","367,227","38,010","352,969","44,080","283,322","57,330","50,719","1,271,070","27,962,102","1,271,070","27,288,971","301,070","673,131","315,410","9,234,475","53,690","1,178,587","275,480","2,903,031","37,200","55,740","267,130","2,544,968","314,080","3,013,051","314,800","3,024,379","16,220","26,854","248,820","2,867,976","5,600","46,908","9,340","17,432","10,590","58,965","264,190","1,715,963","15,480","314,363","395,660","1,536,309","1,584,960","180,296,067","1,583,470","28,705,734","1,250","12,034","12,120","33,284","757,720","1,876,611","223,540","65,767","95,660","62,531","97,420","131,239",0,0,"534,650","1,424,674","56,820"
NY,8,"648,030","144,620","466,850","23,990","623,250","13,520","473,940","219,190","30,360","1,633,880",400,120,0,280,0,"10,940","191,600","187,330,870","648,030","189,605,612","572,530","135,775,280","510,220","1,429,768","119,350","1,071,533","401,660","5,296,788","387,310","4,056,803","7,020","18,381","141,940","6,975,945","371,790","7,183,477","117,530","6,483,174","161,530","11,344,892","1,930","14,990","95,347","121,130","4,419,976","132,710","8,482,320","57,050","390,560","193,610","2,274,742","47,400","15,648","29,730","949,079","35,790","511,106","11,240","100,189",0,0,"439,930","10,324,140","439,930","10,103,730","95,770","220,410","208,090","8,130,836","17,040","632,141","190,320","5,316,351","16,940","32,457","182,880","2,666,284","207,550","2,057,154","207,880","2,077,514","9,430","14,478","173,220","2,728,758","4,040","45,377","7,460","10,284","18,120","179,935","184,680","2,046,863","10,820","379,947","281,400","2,141,007","647,630","166,777,889","647,330","33,981,592","2,330","42,965","2,540","10,517","398,120","1,116,030","190,090","182,028","63,440","41,113",0,0,0,0,"244,660","710,810","23,670"
NY,9,"119,860","20,790","93,470","3,410","115,400","2,670","98,970","22,880","7,800","325,340",10,0,0,10,0,460,"35,170","81,339,812","119,860","82,701,476","104,950","52,709,322","108,810","982,172","40,820","670,656","98,670","3,427,599","96,020","2,626,344","1,330","14,067","30,440","3,611,875","96,780","6,363,546","21,010","1,943,271","19,700","1,665,544",420,"1,430","10,276","18,930","750,858","52,030","9,858,415","19,300","203,841","44,640","1,361,664","2,680",780,"13,580","695,292","14,260","278,420","2,030","21,295",0,0,"55,860","1,341,233","55,860","1,312,103","12,610","29,130","64,000","3,590,277","1,560","116,464","60,330","4,558,985","3,430","8,556","56,410","1,280,475","63,880","636,498","63,930","650,415","2,280","4,753","53,000","1,017,453","1,810","30,540","2,140","1,892","13,360","217,487","58,290","1,318,034","4,790","215,611","70,920","1,004,260","119,770","75,420,553","119,750","19,784,395","1,910","33,868",260,"1,345","70,740","300,591","60,000","196,929","12,020","7,494",0,0,0,0,850,"1,304","2,900"
NY,10,"69,780","9,740","56,480","1,770","66,700","1,770","64,470","11,360","4,820","202,810",0,0,0,0,0,70,"21,800","267,932,111","69,780","270,192,191","57,490","88,829,093","67,750","9,474,892","36,040","2,027,089","63,560","17,729,236","62,200","13,062,583","1,210","88,944","17,330","4,847,929","64,060","77,712,542","11,200","1,525,045","9,480","957,057",350,410,"3,263","10,130","405,191","49,410","53,478,366","21,280","1,013,794","33,070","2,260,080",600,174,"12,300","950,891","14,170","369,890","1,070","11,402",0,0,"17,980","435,218","17,980","425,682","4,220","9,537","51,800","17,919,612",380,"64,599","49,600","27,203,242","1,910","9,322","44,480","1,903,702","51,730","515,747","51,750","763,535","1,410","7,566","38,550","776,855","1,770","34,269","1,310",968,"23,960","2,350,457","49,320","13,510,256","10,120","370,667","50,450","5,361,880","69,730","244,267,034","69,730","74,218,326","6,140","185,399",80,344,"51,360","3,172,241","47,010","2,568,931","5,250","3,492",0,0,0,0,0,0,"1,090"
TX,0,"13,641,000","6,487,080","4,775,090","2,115,010","12,567,370","589,640","6,576,240","8,979,950","242,280","26,776,340","204,890","137,990","1,910","64,990","33,030","2,474,450","2,960,380","1,252,113,837","13,544,230","1,262,498,292","11,170,890","833,321,474","3,240,680","11,011,829","464,050","4,325,450","2,196,240","29,907,636","2,046,550","22,826,343","21,590","38,245","3,287,340","34,639,064","2,152,520","115,759,855","1,040,020","31,129,206","2,089,510","60,032,528","246,180","299,830","1,971,627","1,567,230","28,845,640","734,800","92,430,111","851,150","20,859,982","3,114,710","10,384,455","395,010","119,485","58,000","1,816,895","255,520","2,022,426","161,520","839,232","282,110","264,357","12,337,640","228,069,429","12,337,640","224,219,794","1,843,470","3,849,636","1,067,270","50,369,568","311,490","6,525,040","80,170","2,047,808","830,820","2,181,732","874,130","9,211,028","1,030,120","7,965,819","1,033,940","8,214,442","247,650","296,468","763,090","8,766,026","17,680","198,506","38,680","90,607","65,790","2,265,777","856,470","19,947,783","77,210","4,257,807","2,025,680","18,565,679","10,850,960","987,342,990","10,925,310","194,646,178","17,220","315,352","569,940","633,431","5,419,140","13,109,572","754,370","1,901,917","530,370","339,865","736,400","753,900","879,080","172,916","3,718,950","7,773,733","326,720"
TX,1,"234,650","154,870","63,040","9,990","160,230","34,210","123,820","76,280","4,970","342,680","2,220","1,880",0,340,30,"13,300","90,610","-15,398,190","137,960","-15,251,426","41,070","2,197,327","51,270","481,731","6,810","101,771","33,340","319,981","30,140","223,430",230,941,"83,220","-2,793,687","47,590","1,483,903","10,350","182,620","15,300","250,512","17,080","2,060","19,083",280,"1,678","32,010","-6,672,980","26,490","-346,381","27,090","146,764","1,170",332,290,"6,257","6,640","39,828","1,180","6,878","3,430","4,133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,270","18,810",360,"13,809","11,470","1,854","3,730","2,535",240,70,0,0,670,114,200,72,"1,420",645,0
TX,2,"1,335,130","1,076,670","132,910","107,850","1,171,020","87,530","572,810","771,410","12,710","1,411,080","41,100","28,020",140,"12,940","9,770","157,900","280,320","6,964,818","1,335,050","7,151,771","871,660","5,880,946","172,700","81,411","12,660","25,020","93,010","146,987","83,380","91,020",750,843,"369,050","652,619","86,440","45,179","50,470","229,974","103,220","516,393","12,260","13,440","68,800","7,220","17,786","15,640","-163,741","35,400","24,297","291,950","186,953","3,950","1,028",300,"2,085","13,210","36,584","2,620","9,118","7,820","7,973","1,323,240","17,285,967","1,323,240","16,854,490","216,700","431,477","11,490","265,646","8,390","143,002",510,"1,677","8,030","8,131","6,640","45,708","10,030","47,460","10,130","49,102","1,820","2,448","5,080","48,767",140,"1,205",190,252,330,"1,432","5,880","12,737",510,"6,965","2,660",665,"22,880","50,398","57,460","11,986",40,391,"40,760","6,594","16,930","2,164","3,500",158,200,44,"3,380",425,"1,460",137,"5,370","1,132",470
TX,3,"2,645,290","1,604,640","330,540","671,570","2,449,680","106,580","1,309,640","2,104,750","23,510","4,558,040","57,600","41,270",300,"16,030","13,290","693,150","433,190","45,507,378","2,645,290","46,395,516","2,015,650","36,396,211","256,730","170,980","19,150","48,648","124,740","317,988","112,770","196,762","1,190","1,468","875,320","5,265,944","126,830","182,673","96,280","843,532","242,860","2,676,777","23,650","62,660","404,456","164,130","371,030","31,390","-92,185","60,680","149,715","718,700","888,138","22,610","6,132",780,"5,290","24,400","67,767","11,360","38,880","21,680","21,916","2,613,560","42,821,241","2,613,560","42,201,001","312,830","620,241","31,350","781,008","22,160","384,677","1,340","4,146","22,480","35,542","17,440","111,354","27,690","135,862","27,950","143,452","6,380","7,943","13,600","120,792",350,"2,901",490,"1,125",750,"6,646","19,190","85,020","1,920","29,764","213,070","146,125","1,471,250","7,371,568","1,519,280","758,901",70,696,"126,950","24,563","662,310","216,044","14,760",988,"27,440","8,092","138,150","64,714","178,940","33,351","322,420","102,370","11,170"
TX,4,"3,214,500","1,737,780","656,370","742,670","3,003,870","114,960","1,463,820","2,450,190","36,540","5,946,960","65,680","47,680",520,"17,490","9,440","791,530","545,450","117,311,599","3,214,500","118,418,802","2,803,560","102,286,755","404,640","286,371","33,190","117,164","213,860","655,723","194,440","425,206","2,200","2,540","651,620","3,193,206","210,850","507,938","144,080","1,791,022","383,630","6,656,105","32,770","85,710","602,300","344,910","2,627,914","56,650","45,725","95,420","167,486","542,870","1,107,203","56,660","15,875","1,850","18,028","31,960","122,602","33,270","122,933","60,650","62,378","3,111,410","53,967,610","3,111,410","53,252,605","351,680","715,005","102,770","2,826,365","64,450","1,174,904","4,530","13,843","74,300","161,428","57,440","354,712","91,850","496,870","92,600","537,844","28,400","39,369","47,460","390,555","1,430","11,841","1,900","6,276","1,830","24,188","73,750","525,001","7,370","141,141","376,980","666,509","3,155,630","60,137,475","3,143,390","6,586,455",140,"1,907","200,610","119,153","1,574,070","1,821,890","53,330","6,730","124,200","81,479","233,170","247,141","547,330","114,342","1,052,960","1,275,128","63,700"
TX,5,"1,955,670","943,010","640,980","315,360","1,822,410","72,050","893,890","1,366,340","30,500","3,829,450","24,360","14,540",330,"9,500",500,"381,710","423,900","120,003,090","1,955,670","120,907,506","1,719,990","100,491,252","402,740","326,057","41,220","153,001","238,170","844,310","218,980","559,106","2,540","2,721","356,650","2,569,258","228,080","755,914","144,500","2,415,877","334,350","8,222,475","27,980","49,220","325,255","279,070","4,584,322","57,050","367,750","101,060","182,775","415,620","904,416","105,470","30,071","2,330","27,157","25,640","131,196","32,110","135,094","69,180","68,686","1,820,220","34,013,708","1,820,220","33,457,031","271,410","556,677","135,310","3,907,030","66,090","1,280,872","6,570","23,617","100,820","220,009","95,620","612,152","126,960","795,727","127,740","844,544","39,790","51,271","84,420","693,702","2,170","17,966","3,280","10,539","2,240","29,548","101,170","832,859","8,730","189,223","263,650","732,338","1,949,840","81,472,983","1,945,590","9,865,645",190,"1,734","95,920","148,023","868,210","1,970,039","72,590","13,652","75,550","48,479","130,370","159,605","151,150","25,014","656,640","1,515,245","71,630"
TX,6,"1,188,930","425,690","607,350","129,130","1,104,840","45,830","572,650","751,980","24,570","2,617,920","7,700","2,980",250,"4,460",0,"186,220","315,080","102,986,959","1,188,930","103,688,407","1,031,030","82,010,886","351,100","344,943","42,010","171,784","226,050","965,698","209,130","654,920","2,860","2,817","231,160","2,228,769","214,810","976,839","131,360","2,921,474","269,150","8,296,848","25,930","30,510","192,784","221,030","4,882,634","55,090","647,919","95,380","252,769","249,750","701,448","45,270","14,091","2,570","34,055","21,710","132,485","18,710","98,714","37,190","28,779","1,067,130","22,443,740","1,067,130","22,006,542","204,820","437,198","121,710","3,679,866","47,360","978,158","7,310","29,077","92,820","207,135","96,480","664,167","116,980","809,455","117,560","845,999","34,460","41,993","86,420","750,388","2,110","19,847","3,670","10,962","2,330","27,901","92,620","862,917","7,400","176,598","204,960","686,380","1,186,700","76,233,117","1,184,590","10,164,027",250,"2,617","43,580","102,611","546,080","1,586,264","73,990","17,950","57,810","38,456","77,390","91,033",0,0,"432,810","1,215,239","52,130"
TX,7,"2,029,610","421,460","1,466,110","112,200","1,888,930","80,810","988,820","1,108,450","59,520","5,150,960","5,700","1,510",330,"3,870",0,"216,850","567,110","280,254,473","2,029,610","282,227,437","1,780,550","217,941,927","867,270","1,164,609","124,170","617,204","629,770","3,741,300","588,800","2,675,383","6,780","8,094","444,390","6,638,223","599,310","5,008,225","290,040","10,299,501","520,940","20,613,024","60,360","43,300","274,355","380,860","10,707,605","175,010","3,708,544","226,050","1,534,654","543,240","1,972,964","127,040","42,227","11,760","207,065","53,810","422,667","44,070","256,706","82,140","70,492","1,727,110","40,734,096","1,727,110","39,955,854","347,870","778,242","302,400","10,278,560","80,290","1,800,485","21,530","126,609","237,620","574,646","264,800","2,164,539","296,520","2,357,356","297,410","2,414,188","78,700","80,037","239,290","2,412,679","4,920","49,038","11,340","32,933","8,950","84,410","244,400","2,928,692","18,730","548,130","488,240","2,311,092","2,027,900","226,972,648","2,026,170","34,557,709","1,380","13,138","40,330","158,110","1,101,230","3,496,272","225,910","96,791","154,310","105,023","153,260","190,868",0,0,"868,090","2,549,888","90,770"
TX,8,"825,490","98,200","697,830","21,880","769,280","37,030","477,560","310,000","38,490","2,318,040",510,110,40,360,0,"32,560","230,810","238,860,731","825,490","240,993,932","731,690","172,152,624","545,220","1,549,083","114,950","923,959","468,590","5,782,738","446,120","4,352,138","3,350","6,840","210,340","8,502,982","462,510","12,044,870","137,690","8,937,894","185,780","10,389,490","31,330","11,770","75,895","132,510","4,351,327","188,940","12,113,544","138,490","3,054,362","236,400","2,133,201","30,610","9,074","21,050","607,480","46,680","550,843","13,140","116,585",0,0,"582,710","14,514,067","582,710","14,257,469","114,040","256,598","242,750","10,376,728","21,200","643,266","20,210","254,695","199,150","611,255","225,140","2,677,097","241,020","2,195,477","241,400","2,218,759","47,610","46,936","200,610","2,768,546","3,930","47,787","11,690","22,450","18,260","176,422","210,040","3,705,982","16,120","777,945","344,560","3,322,074","825,170","210,659,213","824,980","41,251,479","3,070","44,121","8,760","59,694","528,030","1,748,387","208,730","271,863","78,820","50,667",0,0,0,0,"377,980","1,112,511","31,550"
TX,9,"137,820","15,420","118,110","2,910","128,370","6,800","106,750","28,800","7,530","396,660",20,0,0,20,0,"1,070","44,300","92,857,292","137,820","93,961,069","117,050","52,281,614","119,020","1,017,327","38,250","584,730","105,820","3,543,791","101,950","2,706,986",900,"3,041","41,370","3,745,737","109,710","10,695,862","23,550","2,145,543","23,130","1,559,382","8,180",930,"6,597","23,020","800,834","68,730","13,457,056","39,930","2,794,847","53,380","1,103,777","1,860",547,"9,990","443,727","17,520","272,908","3,070","32,595",0,0,"67,740","1,686,871","67,740","1,649,281","16,670","37,590","70,070","4,511,645","1,320","86,447","7,900","217,883","57,990","193,014","65,510","1,172,909","69,800","661,349","69,850","669,021","7,700","12,026","54,990","971,036","1,340","21,590","3,860","4,094","12,800","184,764","63,080","1,974,892","6,850","582,539","79,060","1,591,001","137,730","85,088,656","137,720","21,470,323","2,440","45,277","1,140","9,274","72,000","419,564","59,800","292,971","9,710","6,044",0,0,0,0,"1,260","1,575","3,930"
TX,10,"73,930","9,350","61,860","1,460","68,750","3,850","66,480","11,750","3,970","204,560",0,0,0,0,0,170,"29,610","262,765,687","73,930","264,005,278","58,640","61,681,932","70,010","5,589,317","31,650","1,582,169","62,880","13,589,120","60,840","10,941,392",790,"8,940","24,230","4,636,013","66,390","84,058,452","11,720","1,361,769","11,160","851,522","6,640",250,"2,102","14,200","500,510","54,290","69,018,479","32,270","13,045,458","35,720","1,239,591",380,108,"7,080","465,751","13,960","245,546","1,990","21,729",0,0,"24,510","602,129","24,510","585,521","7,460","16,608","49,420","13,742,720",230,"33,229","10,270","1,376,261","37,620","170,572","45,070","1,408,390","49,280","466,263","49,300","491,533","2,790","14,445","31,230","609,561","1,290","26,331","2,260","1,976","18,300","1,730,466","46,350","9,019,683","9,580","1,805,502","52,490","9,109,495","73,860","239,356,932","73,860","69,960,843","9,290","191,662",420,"3,555","46,550","1,846,413","41,530","1,200,744","2,340","1,581",0,0,0,0,0,0,"1,370"
